subscription_id,customer_id,plan_id,start_date,end_date,status,billing_cycle,cancellation_reason
7168,6881,4,2024-05-05,,active,yearly,
7169,6882,1,2023-10-10,,active,monthly,
7170,6883,1,2023-03-03,,active,monthly,
7171,6884,1,2023-03-30,2023-05-30,canceled,monthly,price
7172,6885,3,2024-01-22,,active,monthly,
7173,6886,2,2023-08-23,2023-10-23,canceled,monthly,features
7174,6887,4,2023-12-06,,active,yearly,
7175,6888,1,2023-03-24,2023-11-24,canceled,monthly,competitor
7176,6888,4,2023-11-27,2024-06-27,canceled,yearly,other
7177,6889,1,2023-04-26,,active,monthly,
7178,6890,2,2023-05-31,,active,monthly,
7179,6891,2,2023-04-02,,active,monthly,
7180,6892,1,2023-02-15,,active,monthly,
7181,6893,2,2023-01-30,,active,monthly,
7182,6894,1,2023-08-04,,active,monthly,
7183,6895,1,2023-09-04,,active,monthly,
7184,6896,3,2024-06-27,2024-06-30,canceled,monthly,price
7185,6897,2,2023-04-18,2023-11-18,canceled,monthly,price
7186,6898,2,2023-04-25,,active,monthly,
7187,6899,1,2023-02-03,,active,monthly,
7188,6900,2,2023-11-10,,active,monthly,
7189,6901,2,2024-02-01,,active,monthly,
7190,6902,1,2023-03-13,2024-03-13,canceled,monthly,price
7191,6903,1,2024-04-15,,active,monthly,
7192,6904,1,2023-07-29,,active,monthly,
7193,6905,2,2023-06-30,,active,monthly,
7194,6906,2,2023-12-02,,active,monthly,
7195,6907,1,2024-05-18,,active,monthly,
7196,6908,4,2023-09-30,,active,yearly,
7197,6909,1,2024-06-19,,active,monthly,
7198,6910,1,2023-11-10,,active,monthly,
7199,6911,4,2024-06-08,,active,yearly,
7200,6912,1,2024-05-19,,active,monthly,
7201,6913,1,2023-03-15,,active,monthly,
7202,6914,4,2024-06-25,,active,yearly,
7203,6915,4,2024-02-04,2024-06-30,canceled,yearly,price
7204,6916,2,2024-02-08,,active,monthly,
7205,6917,2,2024-04-11,2024-06-11,canceled,monthly,price
7206,6918,1,2023-10-19,,active,monthly,
7207,6919,2,2023-11-03,2024-01-03,canceled,monthly,other
7208,6920,2,2024-02-18,2024-06-30,canceled,monthly,competitor
7209,6921,2,2023-10-26,2023-11-26,canceled,monthly,other
7210,6922,1,2023-06-14,,active,monthly,
7211,6923,1,2023-11-03,,active,monthly,
7212,6924,1,2023-12-18,2024-03-18,canceled,monthly,other
7213,6925,4,2023-01-18,2023-02-18,canceled,yearly,features
7214,6926,1,2024-06-05,,active,monthly,
7215,6927,1,2023-08-06,,active,monthly,
7216,6928,4,2023-02-22,,active,yearly,
7217,6929,1,2023-01-04,,active,monthly,
7218,6930,4,2023-07-24,,active,yearly,
7219,6931,4,2023-11-28,,active,yearly,
7220,6932,2,2024-02-06,,active,monthly,
7221,6933,1,2023-05-14,,active,monthly,
7222,6934,1,2023-08-14,,active,monthly,
7223,6935,3,2024-01-15,,active,monthly,
7224,6936,3,2023-12-13,2024-01-13,canceled,monthly,price
7225,6937,1,2023-08-27,,active,monthly,
7226,6938,1,2023-09-14,2023-12-14,canceled,monthly,features
7227,6938,2,2024-01-09,,active,monthly,
7228,6939,4,2023-07-13,,active,yearly,
7229,6940,1,2023-12-14,2024-06-14,canceled,monthly,price
7230,6941,2,2024-06-14,2024-06-30,canceled,monthly,price
7231,6942,4,2023-07-19,2023-10-19,canceled,yearly,other
7232,6943,3,2023-06-10,2024-04-10,canceled,monthly,features
7233,6944,1,2023-07-13,,active,monthly,
7234,6945,4,2023-10-24,,active,yearly,
7235,6946,4,2023-06-07,,active,yearly,
7236,6947,3,2023-11-09,,active,monthly,
7237,6948,4,2024-03-19,,active,yearly,
7238,6949,3,2023-11-29,,active,monthly,
7239,6950,2,2024-02-11,,active,monthly,
7240,6951,1,2023-11-21,,active,monthly,
7241,6952,2,2023-07-21,2024-05-21,canceled,monthly,competitor
7242,6953,2,2024-03-23,2024-06-30,canceled,monthly,competitor
7243,6954,4,2023-11-14,,active,yearly,
7244,6955,1,2023-04-29,,active,monthly,
7245,6956,2,2023-08-20,2024-01-20,canceled,monthly,competitor
7246,6957,1,2023-08-02,,active,monthly,
7247,6958,1,2024-02-17,,active,monthly,
7248,6959,3,2024-06-19,,active,monthly,
7249,6960,2,2023-08-24,2024-03-24,canceled,monthly,features
7250,6960,4,2024-04-05,2024-06-30,canceled,yearly,price
7251,6961,2,2024-03-17,,active,monthly,
7252,6962,1,2023-05-17,,active,monthly,
7253,6963,1,2023-02-02,,active,monthly,
7254,6964,1,2023-10-23,,active,monthly,
7255,6965,2,2023-11-21,2024-01-21,canceled,monthly,competitor
7256,6966,4,2023-04-14,2023-12-14,canceled,yearly,competitor
7257,6967,3,2023-01-07,2023-05-07,canceled,monthly,features
7258,6968,1,2023-01-28,,active,monthly,
7259,6969,3,2024-05-20,,active,monthly,
7260,6970,2,2023-05-19,2023-09-19,canceled,monthly,competitor
7261,6971,1,2023-04-30,,active,monthly,
7262,6972,1,2023-02-10,,active,monthly,
7263,6973,1,2023-12-10,,active,monthly,
7264,6974,4,2024-05-30,,active,yearly,
7265,6975,1,2023-06-03,2023-08-03,canceled,monthly,competitor
7266,6976,1,2023-08-21,2024-04-21,canceled,monthly,price
7267,6977,1,2023-04-11,2024-02-11,canceled,monthly,price
7268,6978,4,2024-01-14,,active,yearly,
7269,6979,1,2023-12-10,,active,monthly,
7270,6980,4,2024-05-01,,active,yearly,
7271,6981,3,2023-01-08,2023-11-08,canceled,monthly,competitor
7272,6982,1,2023-06-01,2023-11-01,canceled,monthly,features
7273,6982,4,2023-11-05,2024-05-05,canceled,yearly,other
7274,6983,1,2024-02-11,,active,monthly,
7275,6984,2,2023-09-24,,active,monthly,
7276,6985,2,2023-03-06,,active,monthly,
7277,6986,1,2024-03-19,,active,monthly,
7278,6987,2,2024-03-09,2024-06-30,canceled,monthly,competitor
7279,6988,4,2023-04-19,,active,yearly,
7280,6989,1,2023-08-31,,active,monthly,
7281,6990,1,2023-01-19,2023-10-19,canceled,monthly,features
7282,6990,1,2023-10-23,,active,monthly,
7283,6991,1,2024-04-06,,active,monthly,
7284,6992,4,2023-12-15,2024-01-15,canceled,yearly,features
7285,6992,2,2024-01-28,,active,monthly,
7286,6993,4,2023-11-03,2024-06-30,canceled,yearly,features
7287,6994,2,2024-06-15,,active,monthly,
7288,6995,4,2023-01-14,,active,yearly,
7289,6996,2,2023-03-10,2023-04-10,canceled,monthly,price
7290,6997,1,2023-08-21,,active,monthly,
7291,6998,4,2024-05-20,,active,yearly,
7292,6999,1,2023-04-16,,active,monthly,
7293,7000,2,2024-06-27,,active,monthly,
7294,7001,1,2024-03-21,2024-05-21,canceled,monthly,competitor
7295,7002,2,2023-03-09,,active,monthly,
7296,7003,4,2024-03-24,2024-04-24,canceled,yearly,price
7297,7004,2,2024-02-22,,active,monthly,
7298,7005,2,2023-03-26,,active,monthly,
7299,7006,4,2024-03-25,2024-04-25,canceled,yearly,features
7300,7007,2,2024-01-04,,active,monthly,
7301,7008,1,2023-02-17,,active,monthly,
7302,7009,1,2024-05-29,,active,monthly,
7303,7010,1,2023-07-10,,active,monthly,
7304,7011,1,2024-06-15,2024-06-30,canceled,monthly,price
7305,7012,1,2024-03-02,,active,monthly,
7306,7013,3,2023-10-09,2023-12-09,canceled,monthly,other
7307,7014,1,2024-04-16,2024-06-30,canceled,monthly,features
7308,7015,1,2023-03-11,2023-11-11,canceled,monthly,features
7309,7016,1,2023-02-19,2023-03-19,canceled,monthly,features
7310,7017,2,2023-03-31,,active,monthly,
7311,7018,1,2023-06-15,,active,monthly,
7312,7019,2,2023-03-28,,active,monthly,
7313,7020,1,2023-10-31,,active,monthly,
7314,7021,2,2023-10-25,2023-11-25,canceled,monthly,price
7315,7022,1,2023-03-13,,active,monthly,
7316,7023,4,2023-10-10,2023-11-10,canceled,yearly,other
7317,7024,4,2023-09-10,,active,yearly,
7318,7025,2,2024-02-11,2024-06-30,canceled,monthly,features
7319,7026,1,2024-06-29,2024-06-30,canceled,monthly,competitor
7320,7027,1,2023-07-01,2024-06-01,canceled,monthly,features
7321,7028,3,2023-02-13,,active,monthly,
7322,7029,1,2024-02-17,,active,monthly,
7323,7030,1,2024-06-15,,active,monthly,
7324,7031,3,2023-08-12,,active,monthly,
7325,7032,2,2023-02-18,,active,monthly,
7326,7033,4,2023-01-15,2023-12-15,canceled,yearly,other
7327,7034,3,2023-03-18,2023-04-18,canceled,monthly,features
7328,7035,2,2023-09-03,,active,monthly,
7329,7036,2,2024-04-03,,active,monthly,
7330,7037,2,2023-05-26,2023-08-26,canceled,monthly,features
7331,7038,3,2023-02-27,,active,monthly,
7332,7039,2,2023-08-10,,active,monthly,
7333,7040,3,2024-04-03,2024-06-03,canceled,monthly,competitor
7334,7041,3,2023-12-04,,active,monthly,
7335,7042,1,2023-10-24,2024-01-24,canceled,monthly,competitor
7336,7043,1,2023-08-30,,active,monthly,
7337,7044,1,2023-05-26,,active,monthly,
7338,7045,1,2024-04-07,,active,monthly,
7339,7046,1,2023-02-08,,active,monthly,
7340,7047,1,2023-10-19,2024-06-30,canceled,monthly,price
7341,7048,4,2023-12-14,,active,yearly,
7342,7049,2,2024-03-20,2024-06-30,canceled,monthly,price
7343,7050,1,2024-01-14,2024-06-30,canceled,monthly,price
7344,7051,1,2023-08-13,,active,monthly,
7345,7052,4,2023-03-16,,active,yearly,
7346,7053,1,2024-01-07,,active,monthly,
7347,7054,1,2024-06-11,,active,monthly,
7348,7055,2,2024-03-19,,active,monthly,
7349,7056,1,2023-01-29,,active,monthly,
7350,7057,1,2024-05-08,2024-06-30,canceled,monthly,price
7351,7058,1,2023-03-20,,active,monthly,
7352,7059,4,2024-05-16,,active,yearly,
7353,7060,2,2023-06-23,,active,monthly,
7354,7061,1,2024-02-26,2024-03-26,canceled,monthly,price
7355,7062,3,2023-04-01,,active,monthly,
7356,7063,2,2023-03-02,,active,monthly,
7357,7064,4,2023-08-19,2024-06-30,canceled,yearly,competitor
7358,7065,1,2023-12-19,2024-02-19,canceled,monthly,price
7359,7065,1,2024-02-26,2024-06-30,canceled,monthly,competitor
7360,7066,1,2024-01-29,,active,monthly,
7361,7067,4,2023-08-31,2023-11-30,canceled,yearly,price
7362,7068,3,2024-04-26,,active,monthly,
7363,7069,3,2023-10-11,,active,monthly,
7364,7070,2,2024-06-23,,active,monthly,
7365,7071,2,2024-05-28,,active,monthly,
7366,7072,1,2023-12-24,,active,monthly,
7367,7073,2,2023-09-22,2024-06-30,canceled,monthly,price
7368,7074,1,2023-10-22,,active,monthly,
7369,7075,4,2024-03-18,2024-05-18,canceled,yearly,price
7370,7076,2,2023-09-29,,active,monthly,
7371,7077,3,2024-03-28,,active,monthly,
7372,7078,4,2024-02-08,,active,yearly,
7373,7079,1,2023-09-23,,active,monthly,
7374,7080,3,2023-09-03,,active,monthly,
7375,7081,2,2023-12-12,,active,monthly,
7376,7082,4,2024-01-09,2024-02-09,canceled,yearly,features
7377,7083,1,2024-03-01,,active,monthly,
7378,7084,1,2023-04-23,,active,monthly,
7379,7085,1,2023-10-25,2023-11-25,canceled,monthly,price
7380,7086,1,2023-10-25,2024-06-30,canceled,monthly,price
7381,7087,1,2023-05-03,,active,monthly,
7382,7088,4,2023-04-02,2023-06-02,canceled,yearly,other
7383,7089,1,2024-01-03,2024-06-30,canceled,monthly,price
7384,7090,2,2023-02-23,,active,monthly,
7385,7091,4,2024-05-27,,active,yearly,
7386,7092,3,2023-09-13,2024-03-13,canceled,monthly,price
7387,7093,1,2023-01-23,,active,monthly,
7388,7094,2,2023-01-01,,active,monthly,
7389,7095,2,2024-03-19,,active,monthly,
7390,7096,3,2023-01-07,,active,monthly,
7391,7097,2,2023-04-13,,active,monthly,
7392,7098,3,2023-12-19,2024-01-19,canceled,monthly,competitor
7393,7099,3,2024-05-19,,active,monthly,
7394,7100,3,2023-02-25,,active,monthly,
7395,7101,1,2023-06-13,,active,monthly,
7396,7102,2,2023-05-27,,active,monthly,
7397,7103,2,2024-03-04,,active,monthly,
7398,7104,4,2023-02-19,,active,yearly,
7399,7105,4,2024-06-25,2024-06-30,canceled,yearly,price
7400,7106,4,2023-02-24,,active,yearly,
7401,7107,2,2024-01-03,,active,monthly,
7402,7108,3,2024-02-13,,active,monthly,
7403,7109,2,2023-09-03,2023-10-03,canceled,monthly,other
7404,7110,3,2023-04-27,2023-10-27,canceled,monthly,price
7405,7110,2,2023-10-28,,active,monthly,
7406,7111,1,2023-10-22,,active,monthly,
7407,7112,2,2023-12-03,2024-06-30,canceled,monthly,features
7408,7113,3,2024-01-27,,active,monthly,
7409,7114,1,2023-04-10,,active,monthly,
7410,7115,4,2023-05-27,,active,yearly,
7411,7116,4,2023-02-15,2023-11-15,canceled,yearly,other
7412,7117,1,2023-07-26,,active,monthly,
7413,7118,4,2024-02-22,,active,yearly,
7414,7119,4,2023-03-02,,active,yearly,
7415,7120,4,2023-01-13,,active,yearly,
7416,7121,2,2023-04-18,,active,monthly,
7417,7122,4,2023-08-03,,active,yearly,
7418,7123,3,2023-06-14,,active,monthly,
7419,7124,4,2023-02-02,,active,yearly,
7420,7125,4,2024-05-14,2024-06-30,canceled,yearly,price
7421,7126,1,2024-03-26,,active,monthly,
7422,7127,2,2023-04-11,,active,monthly,
7423,7128,4,2023-01-29,2023-12-29,canceled,yearly,price
7424,7129,2,2023-03-04,,active,monthly,
7425,7130,2,2024-05-06,,active,monthly,
7426,7131,1,2023-05-09,,active,monthly,
7427,7132,4,2023-02-22,,active,yearly,
7428,7133,1,2023-08-16,,active,monthly,
7429,7134,2,2023-10-22,,active,monthly,
7430,7135,4,2024-04-14,2024-06-30,canceled,yearly,price
7431,7136,2,2024-06-21,2024-06-30,canceled,monthly,price
7432,7137,3,2023-05-05,,active,monthly,
7433,7138,4,2023-06-14,,active,yearly,
7434,7139,1,2024-03-30,,active,monthly,
7435,7140,1,2023-10-26,,active,monthly,
7436,7141,2,2023-11-05,,active,monthly,
7437,7142,4,2024-03-09,2024-06-30,canceled,yearly,other
7438,7143,2,2023-08-07,,active,monthly,
7439,7144,3,2023-04-07,,active,monthly,
7440,7145,2,2023-09-03,2024-02-03,canceled,monthly,competitor
7441,7146,2,2023-02-23,,active,monthly,
7442,7147,2,2023-05-08,2024-05-08,canceled,monthly,price
7443,7147,2,2024-05-28,,active,monthly,
7444,7148,3,2023-01-21,2023-03-21,canceled,monthly,competitor
7445,7148,1,2023-04-20,,active,monthly,
7446,7149,1,2023-01-29,2023-12-29,canceled,monthly,features
7447,7150,3,2023-05-16,2023-08-16,canceled,monthly,price
7448,7151,1,2023-05-14,2023-06-14,canceled,monthly,other
7449,7152,1,2023-06-23,2023-07-23,canceled,monthly,competitor
7450,7153,1,2023-05-07,2023-08-07,canceled,monthly,price
7451,7154,2,2024-02-07,2024-06-30,canceled,monthly,other
7452,7155,4,2024-02-18,2024-06-18,canceled,yearly,price
7453,7156,4,2023-12-27,,active,yearly,
7454,7157,2,2023-10-22,,active,monthly,
7455,7158,1,2023-01-15,2023-09-15,canceled,monthly,competitor
7456,7159,2,2024-02-29,2024-06-30,canceled,monthly,competitor
7457,7160,1,2023-09-30,,active,monthly,
7458,7161,2,2023-03-24,,active,monthly,
7459,7162,2,2023-08-27,,active,monthly,
7460,7163,2,2023-08-17,,active,monthly,
7461,7164,2,2024-02-09,2024-06-09,canceled,monthly,price
7462,7165,4,2024-06-05,2024-06-30,canceled,yearly,price
7463,7166,1,2023-09-05,,active,monthly,
7464,7167,2,2023-08-27,,active,monthly,
7465,7168,1,2023-10-15,,active,monthly,
7466,7169,2,2023-02-21,2023-09-21,canceled,monthly,competitor
7467,7170,2,2023-01-11,2023-03-11,canceled,monthly,other
7468,7171,2,2023-09-13,,active,monthly,
7469,7172,1,2023-07-31,2024-02-29,canceled,monthly,competitor
7470,7172,3,2024-03-02,2024-06-30,canceled,monthly,competitor
7471,7173,1,2023-03-20,,active,monthly,
7472,7174,1,2023-04-07,,active,monthly,
7473,7175,2,2023-09-05,2023-11-05,canceled,monthly,price
7474,7176,4,2023-01-11,,active,yearly,
7475,7177,1,2024-01-20,,active,monthly,
7476,7178,2,2023-06-22,2023-09-22,canceled,monthly,features
7477,7179,1,2023-02-19,,active,monthly,
7478,7180,2,2023-06-11,,active,monthly,
7479,7181,1,2023-07-03,,active,monthly,
7480,7182,1,2024-03-19,2024-04-19,canceled,monthly,features
7481,7183,1,2023-01-16,,active,monthly,
7482,7184,1,2023-03-28,,active,monthly,
7483,7185,4,2023-03-04,2023-04-04,canceled,yearly,features
7484,7186,1,2023-10-03,,active,monthly,
7485,7187,3,2023-11-21,,active,monthly,
7486,7188,3,2024-03-12,,active,monthly,
7487,7189,1,2024-01-20,2024-05-20,canceled,monthly,competitor
7488,7190,4,2023-10-26,,active,yearly,
7489,7191,1,2023-11-10,2024-01-10,canceled,monthly,other
7490,7192,2,2024-01-10,,active,monthly,
7491,7193,1,2023-10-11,,active,monthly,
7492,7194,4,2023-01-05,,active,yearly,
7493,7195,4,2024-03-23,,active,yearly,
7494,7196,1,2023-09-14,,active,monthly,
7495,7197,4,2024-05-26,,active,yearly,
7496,7198,1,2023-10-04,,active,monthly,
7497,7199,1,2023-07-18,,active,monthly,
7498,7200,4,2023-03-09,,active,yearly,
7499,7201,1,2024-03-25,2024-05-25,canceled,monthly,competitor
7500,7202,2,2023-09-20,,active,monthly,
7501,7203,3,2023-08-13,2024-03-13,canceled,monthly,features
7502,7203,2,2024-03-18,,active,monthly,
7503,7204,1,2023-08-02,2024-02-02,canceled,monthly,price
7504,7204,1,2024-02-19,,active,monthly,
7505,7205,3,2024-03-09,,active,monthly,
7506,7206,2,2024-06-25,,active,monthly,
7507,7207,4,2023-06-09,2024-02-09,canceled,yearly,features
7508,7208,1,2024-05-14,,active,monthly,
7509,7209,3,2024-03-02,,active,monthly,
7510,7210,2,2023-02-18,,active,monthly,
7511,7211,3,2023-05-27,,active,monthly,
7512,7212,4,2024-04-24,,active,yearly,
7513,7213,1,2024-03-19,2024-06-30,canceled,monthly,competitor
7514,7214,1,2024-06-03,2024-06-30,canceled,monthly,other
7515,7215,2,2023-10-08,,active,monthly,
7516,7216,2,2024-05-01,,active,monthly,
7517,7217,1,2023-06-08,2023-08-08,canceled,monthly,other
7518,7218,2,2023-12-05,2024-06-30,canceled,monthly,features
7519,7219,4,2023-01-02,,active,yearly,
7520,7220,2,2024-04-06,2024-06-30,canceled,monthly,price
7521,7221,2,2023-01-27,2023-11-27,canceled,monthly,price
7522,7222,4,2024-03-11,,active,yearly,
7523,7223,4,2024-06-08,,active,yearly,
7524,7224,3,2023-10-19,2023-12-19,canceled,monthly,price
7525,7225,1,2023-02-04,,active,monthly,
7526,7226,1,2023-06-13,,active,monthly,
7527,7227,4,2024-06-13,,active,yearly,
7528,7228,1,2023-07-16,,active,monthly,
7529,7229,1,2024-06-30,,active,monthly,
7530,7230,2,2024-05-07,,active,monthly,
7531,7231,2,2023-05-06,,active,monthly,
7532,7232,3,2023-03-16,,active,monthly,
7533,7233,1,2023-07-22,2023-10-22,canceled,monthly,price
7534,7234,3,2023-06-24,2023-09-24,canceled,monthly,competitor
7535,7234,3,2023-10-04,,active,monthly,
7536,7235,3,2023-08-01,,active,monthly,
7537,7236,1,2023-02-14,,active,monthly,
7538,7237,4,2023-11-24,,active,yearly,
7539,7238,2,2023-07-05,,active,monthly,
7540,7239,2,2024-02-23,,active,monthly,
7541,7240,1,2023-06-21,,active,monthly,
7542,7241,1,2023-05-29,,active,monthly,
7543,7242,2,2024-01-08,,active,monthly,
7544,7243,1,2023-08-07,,active,monthly,
7545,7244,1,2024-05-20,,active,monthly,
7546,7245,2,2023-03-31,,active,monthly,
7547,7246,2,2023-10-17,2023-12-17,canceled,monthly,other
7548,7247,1,2023-07-21,,active,monthly,
7549,7248,2,2024-02-09,,active,monthly,
7550,7249,4,2023-06-01,2024-04-01,canceled,yearly,features
7551,7250,2,2023-06-01,,active,monthly,
7552,7251,2,2023-08-03,,active,monthly,
7553,7252,2,2023-12-21,,active,monthly,
7554,7253,2,2023-04-09,,active,monthly,
7555,7254,1,2023-11-26,2024-05-26,canceled,monthly,price
7556,7255,3,2024-01-23,,active,monthly,
7557,7256,2,2023-03-20,,active,monthly,
7558,7257,1,2023-05-07,,active,monthly,
7559,7258,1,2023-04-20,2023-08-20,canceled,monthly,other
7560,7259,1,2024-01-26,,active,monthly,
7561,7260,1,2024-06-15,,active,monthly,
7562,7261,1,2024-03-08,,active,monthly,
7563,7262,2,2023-09-04,2024-02-04,canceled,monthly,price
7564,7263,1,2023-08-04,,active,monthly,
7565,7264,3,2023-01-02,,active,monthly,
7566,7265,2,2023-08-27,,active,monthly,
7567,7266,1,2024-06-05,,active,monthly,
7568,7267,1,2023-04-23,2024-02-23,canceled,monthly,competitor
7569,7268,2,2024-05-08,,active,monthly,
7570,7269,1,2024-04-07,,active,monthly,
7571,7270,2,2024-02-11,,active,monthly,
7572,7271,1,2023-07-12,2024-06-30,canceled,monthly,other
7573,7272,2,2024-04-01,,active,monthly,
7574,7273,1,2023-09-14,2024-01-14,canceled,monthly,features
7575,7274,2,2023-09-11,,active,monthly,
7576,7275,1,2023-05-22,2023-12-22,canceled,monthly,price
7577,7275,1,2024-01-06,2024-03-06,canceled,monthly,competitor
7578,7276,1,2023-09-13,,active,monthly,
7579,7277,2,2024-04-21,2024-06-30,canceled,monthly,competitor
7580,7278,2,2023-10-13,,active,monthly,
7581,7279,2,2024-01-23,2024-03-23,canceled,monthly,features
7582,7279,2,2024-04-17,2024-06-30,canceled,monthly,price
7583,7280,1,2024-01-02,,active,monthly,
7584,7281,2,2024-04-26,,active,monthly,
7585,7282,1,2024-04-07,2024-06-07,canceled,monthly,features
7586,7283,4,2024-03-02,,active,yearly,
7587,7284,2,2024-02-13,,active,monthly,
7588,7285,4,2023-07-19,2023-09-19,canceled,yearly,other
7589,7286,3,2023-12-02,,active,monthly,
7590,7287,2,2024-04-24,,active,monthly,
7591,7288,1,2023-10-05,,active,monthly,
7592,7289,1,2023-06-08,,active,monthly,
7593,7290,2,2023-06-15,,active,monthly,
7594,7291,2,2023-11-19,,active,monthly,
7595,7292,2,2023-01-23,2023-10-23,canceled,monthly,price
7596,7292,2,2023-10-30,,active,monthly,
7597,7293,4,2023-03-21,2023-05-21,canceled,yearly,price
7598,7293,1,2023-05-21,,active,monthly,
7599,7294,2,2023-06-23,2023-08-23,canceled,monthly,features
7600,7295,4,2024-02-17,,active,yearly,
7601,7296,2,2023-05-08,2023-06-08,canceled,monthly,competitor
7602,7297,1,2024-04-11,,active,monthly,
7603,7298,4,2023-02-26,,active,yearly,
7604,7299,1,2023-07-22,,active,monthly,
7605,7300,2,2023-11-29,,active,monthly,
7606,7301,1,2024-01-18,,active,monthly,
7607,7302,1,2023-11-15,,active,monthly,
7608,7303,2,2023-06-01,,active,monthly,
7609,7304,4,2023-08-17,,active,yearly,
7610,7305,3,2023-07-11,,active,monthly,
7611,7306,2,2023-04-11,,active,monthly,
7612,7307,3,2023-09-02,2024-03-02,canceled,monthly,price
7613,7308,1,2023-07-27,,active,monthly,
7614,7309,1,2023-08-11,,active,monthly,
7615,7310,2,2024-03-20,,active,monthly,
7616,7311,3,2023-12-04,,active,monthly,
7617,7312,1,2023-07-28,2024-03-28,canceled,monthly,competitor
7618,7312,1,2024-04-22,,active,monthly,
7619,7313,2,2024-02-11,,active,monthly,
7620,7314,2,2023-09-15,2024-04-15,canceled,monthly,price
7621,7315,1,2024-04-28,2024-05-28,canceled,monthly,competitor
7622,7315,4,2024-06-18,,active,yearly,
7623,7316,2,2024-04-23,,active,monthly,
7624,7317,4,2023-04-14,,active,yearly,
7625,7318,1,2024-04-13,,active,monthly,
7626,7319,1,2023-05-09,,active,monthly,
7627,7320,1,2023-07-14,2024-03-14,canceled,monthly,price
7628,7321,2,2023-08-19,2023-10-19,canceled,monthly,price
7629,7322,1,2023-03-18,2023-05-18,canceled,monthly,other
7630,7323,1,2023-12-03,,active,monthly,
7631,7324,1,2024-01-26,2024-03-26,canceled,monthly,other
7632,7325,3,2023-10-18,,active,monthly,
7633,7326,1,2023-06-11,2024-05-11,canceled,monthly,other
7634,7327,2,2024-06-29,2024-06-30,canceled,monthly,competitor
7635,7328,4,2023-08-04,,active,yearly,
7636,7329,1,2023-08-07,,active,monthly,
7637,7330,4,2023-02-25,,active,yearly,
7638,7331,1,2024-05-06,,active,monthly,
7639,7332,4,2024-02-18,,active,yearly,
7640,7333,1,2024-02-05,,active,monthly,
7641,7334,2,2024-04-24,2024-06-30,canceled,monthly,features
7642,7335,2,2023-02-11,,active,monthly,
7643,7336,1,2024-01-14,2024-03-14,canceled,monthly,competitor
7644,7337,2,2023-02-17,2023-09-17,canceled,monthly,competitor
7645,7338,1,2023-04-15,,active,monthly,
7646,7339,3,2023-08-04,,active,monthly,
7647,7340,4,2023-10-11,2024-02-11,canceled,yearly,features
7648,7341,4,2023-07-10,,active,yearly,
7649,7342,1,2024-01-02,,active,monthly,
7650,7343,2,2024-03-07,,active,monthly,
7651,7344,4,2024-06-04,2024-06-30,canceled,yearly,features
7652,7345,3,2023-09-18,,active,monthly,
7653,7346,2,2023-01-28,2023-03-28,canceled,monthly,other
7654,7347,4,2023-10-28,,active,yearly,
7655,7348,4,2023-04-21,2023-05-21,canceled,yearly,other
7656,7349,4,2024-02-18,,active,yearly,
7657,7350,3,2024-02-10,2024-06-30,canceled,monthly,other
7658,7351,2,2024-02-12,,active,monthly,
7659,7352,1,2024-03-09,2024-05-09,canceled,monthly,price
7660,7352,2,2024-06-01,,active,monthly,
7661,7353,1,2023-05-14,,active,monthly,
7662,7354,3,2023-11-11,,active,monthly,
7663,7355,2,2023-12-19,2024-01-19,canceled,monthly,price
7664,7356,2,2023-07-13,2024-04-13,canceled,monthly,other
7665,7356,1,2024-05-12,2024-06-30,canceled,monthly,competitor
7666,7357,1,2023-05-01,,active,monthly,
7667,7358,1,2023-09-14,,active,monthly,
7668,7359,1,2023-07-10,,active,monthly,
7669,7360,3,2023-09-14,2023-11-14,canceled,monthly,price
7670,7361,1,2023-02-16,,active,monthly,
7671,7362,1,2023-06-02,2023-12-02,canceled,monthly,features
7672,7363,1,2024-04-24,,active,monthly,
7673,7364,2,2023-05-10,2023-07-10,canceled,monthly,competitor
7674,7365,4,2023-11-04,,active,yearly,
7675,7366,2,2024-06-15,,active,monthly,
7676,7367,1,2023-07-16,,active,monthly,
7677,7368,4,2023-07-26,,active,yearly,
7678,7369,2,2023-06-20,,active,monthly,
7679,7370,3,2023-08-26,,active,monthly,
7680,7371,2,2023-06-14,,active,monthly,
7681,7372,1,2023-09-24,,active,monthly,
7682,7373,2,2023-12-02,,active,monthly,
7683,7374,4,2023-12-18,2024-02-18,canceled,yearly,features
7684,7375,1,2023-07-09,,active,monthly,
7685,7376,1,2023-04-06,2024-02-06,canceled,monthly,price
7686,7377,3,2023-04-16,2023-06-16,canceled,monthly,features
7687,7377,1,2023-07-05,,active,monthly,
7688,7378,1,2023-07-02,2023-09-02,canceled,monthly,other
7689,7379,1,2024-05-27,2024-06-27,canceled,monthly,competitor
7690,7380,1,2023-07-03,,active,monthly,
7691,7381,1,2024-03-01,,active,monthly,
7692,7382,2,2023-04-10,2023-06-10,canceled,monthly,features
7693,7383,2,2024-04-19,,active,monthly,
7694,7384,3,2023-01-31,2023-07-31,canceled,monthly,other
7695,7385,2,2023-06-30,2023-07-30,canceled,monthly,price
7696,7386,1,2024-02-03,2024-06-03,canceled,monthly,price
7697,7386,4,2024-06-26,,active,yearly,
7698,7387,3,2023-05-22,,active,monthly,
7699,7388,2,2023-01-25,2023-02-25,canceled,monthly,features
7700,7389,2,2023-04-02,,active,monthly,
7701,7390,1,2023-09-22,,active,monthly,
